user_id,country,gender,user_device,test_group,converted,total_spent,join_dt,dated
1048193,ESP,F,,A,0,0,1/25/2023,
1005574,FRA,F,,A,0,0,1/31/2023,
1045610,USA,F,,A,0,0,1/29/2023,
1048179,GBR,F,,B,0,0,1/30/2023,
1019615,AUS,F,,B,0,0,2/5/2023,
1018940,MEX,F,,A,0,0,1/25/2023,
1008353,FRA,M,,A,0,0,1/25/2023,
1046844,ESP,M,,B,0,0,1/27/2023,
1001369,,F,,B,0,0,1/25/2023,
1024604,USA,F,,B,0,0,2/6/2023,
1011412,MEX,M,,B,0,0,1/26/2023,
1008627,BRA,n/a,,B,0,0,2/1/2023,
1034553,BRA,O,,B,0,0,1/25/2023,
1032415,GBR,M,,A,0,0,1/27/2023,
1008263,USA,F,,B,0,0,1/27/2023,
1001357,TUR,M,,A,0,0,1/27/2023,
1029445,BRA,M,,B,0,0,1/26/2023,
1049403,ESP,M,,A,0,0,1/26/2023,
1037432,BRA,F,,B,0,0,1/27/2023,
1019941,USA,n/a,,A,0,0,1/26/2023,
1041836,USA,M,,B,0,0,1/25/2023,
1021033,GBR,M,,A,0,0,1/26/2023,
1009442,USA,M,,A,0,0,1/27/2023,
1044504,TUR,F,,A,0,0,1/26/2023,
1011997,USA,O,,B,0,0,1/26/2023,
1004954,DEU,F,,A,0,0,2/1/2023,
1021760,TUR,F,,B,0,0,2/1/2023,
1011549,CAN,F,,A,0,0,1/28/2023,
1035926,MEX,F,,B,0,0,1/29/2023,
1037292,USA,F,,B,0,0,2/2/2023,
1001879,USA,F,,A,0,0,2/4/2023,
1023747,USA,M,,A,0,0,2/1/2023,
1012984,BRA,M,,B,0,0,1/26/2023,
1010877,USA,O,,B,0,0,1/25/2023,
1019171,USA,n/a,,A,0,0,1/25/2023,
1013303,USA,F,,B,0,0,1/28/2023,
1048802,BRA,n/a,,B,0,0,1/25/2023,
1002271,USA,O,,B,0,0,2/1/2023,
1001641,CAN,M,,A,0,0,1/29/2023,
1023872,USA,F,,A,0,0,1/28/2023,
1007938,BRA,M,,B,0,0,2/2/2023,
1024260,MEX,O,,B,0,0,1/30/2023,
1048100,BRA,M,I,A,1,64.93,1/25/2023,1/25/2023
1010614,MEX,F,,A,0,0,1/31/2023,
1005547,BRA,O,,B,0,0,1/26/2023,
1029937,USA,F,I,B,1,92.09,1/25/2023,1/25/2023
1025425,BRA,M,,A,0,0,1/25/2023,
1017345,BRA,M,,A,0,0,1/25/2023,
1019571,FRA,F,,B,0,0,2/1/2023,
1019100,USA,F,,A,0,0,1/28/2023,
1044640,USA,F,,B,0,0,2/1/2023,
1040519,USA,M,,B,0,0,2/4/2023,
1027517,DEU,F,,B,0,0,1/26/2023,
1040283,TUR,F,,B,0,0,1/25/2023,
1031895,BRA,M,,A,0,0,1/28/2023,
1014693,USA,F,,B,0,0,1/25/2023,
1004792,USA,F,,B,0,0,1/26/2023,
1037186,CAN,M,,A,0,0,1/26/2023,
1016579,GBR,F,,B,0,0,1/25/2023,
1017845,MEX,F,,A,0,0,1/25/2023,
1045280,USA,M,,B,0,0,1/25/2023,
1031977,USA,M,,B,0,0,1/30/2023,
1017555,MEX,M,,B,0,0,2/1/2023,
1013305,MEX,F,,B,0,0,1/25/2023,
1049506,FRA,M,,B,0,0,1/25/2023,
1039548,USA,M,,B,0,0,2/3/2023,
1039460,USA,F,,B,0,0,1/28/2023,
1035489,DEU,F,,B,0,0,1/25/2023,
1024650,BRA,M,,A,0,0,1/25/2023,
1043658,GBR,F,,B,0,0,1/25/2023,
1034741,CAN,F,,A,0,0,1/28/2023,
1004270,USA,n/a,I,B,1,19.94,1/26/2023,1/26/2023
1029830,USA,M,,A,0,0,1/28/2023,
1045461,TUR,n/a,,A,0,0,2/1/2023,
1035166,USA,F,,A,0,0,1/25/2023,
1008189,USA,n/a,,B,0,0,2/5/2023,
1047982,FRA,M,,B,0,0,1/26/2023,
1030367,BRA,F,,B,0,0,1/31/2023,
1008564,BRA,n/a,,B,0,0,1/30/2023,
1037945,ESP,F,,B,0,0,1/25/2023,
1021952,MEX,F,,A,0,0,1/25/2023,
1032550,BRA,F,,B,0,0,1/30/2023,
1046324,CAN,M,,A,0,0,1/25/2023,
1024890,USA,n/a,,B,0,0,1/26/2023,
1049830,USA,n/a,,A,0,0,2/1/2023,
1043102,TUR,n/a,,A,0,0,1/26/2023,
1036970,FRA,M,,A,0,0,1/31/2023,
1024529,BRA,F,,B,0,0,1/30/2023,
1003601,TUR,F,,A,0,0,1/25/2023,
1045024,MEX,F,,A,0,0,2/1/2023,
1020091,USA,M,,A,0,0,1/31/2023,
1012354,GBR,M,,A,0,0,2/5/2023,
1027591,BRA,O,,B,0,0,2/5/2023,
1014405,GBR,F,,A,0,0,1/28/2023,
1043556,DEU,M,,B,0,0,2/3/2023,
1030426,USA,M,,A,0,0,1/29/2023,
1019103,USA,O,,B,0,0,1/27/2023,
1040806,MEX,F,,A,0,0,1/26/2023,
1012632,DEU,F,,B,0,0,1/27/2023,
1010301,USA,M,,B,0,0,1/27/2023,
1028422,USA,M,,A,0,0,2/2/2023,
1044426,USA,M,,B,0,0,2/3/2023,
1045318,FRA,M,,A,0,0,1/25/2023,
1025035,USA,M,,A,0,0,1/25/2023,
1010529,USA,F,,B,0,0,1/25/2023,
1000858,BRA,F,,B,0,0,1/30/2023,
1023026,,F,,B,0,0,1/30/2023,
1015857,BRA,M,,B,0,0,1/30/2023,
1007914,BRA,M,,B,0,0,1/28/2023,
1024849,USA,F,,A,0,0,1/25/2023,
1012284,USA,M,,A,0,0,1/25/2023,
1031906,USA,M,,A,0,0,1/25/2023,
1028219,USA,F,,B,0,0,1/27/2023,
1049701,DEU,M,,B,0,0,1/28/2023,
1011958,USA,n/a,,A,0,0,2/3/2023,
1023485,BRA,F,,B,0,0,1/25/2023,
1045355,CAN,O,,B,0,0,2/4/2023,
1015960,ESP,F,,B,0,0,2/6/2023,
1042017,USA,F,,A,0,0,2/3/2023,
1039873,USA,F,,B,0,0,1/30/2023,
1034991,USA,F,,A,0,0,1/25/2023,
1017448,USA,F,,B,0,0,1/25/2023,
1035924,,n/a,,B,0,0,1/27/2023,
1043007,USA,M,,A,0,0,1/28/2023,
1028736,,M,,B,0,0,1/26/2023,
1026587,FRA,F,,B,0,0,1/26/2023,
1014583,MEX,M,,B,0,0,1/25/2023,
1049291,BRA,F,,A,0,0,1/26/2023,
1030149,USA,F,,B,0,0,1/26/2023,
1039215,GBR,F,,B,0,0,1/25/2023,
1000834,BRA,M,,A,0,0,1/25/2023,
1026003,ESP,F,I,A,1,82.82,1/27/2023,1/27/2023
1039487,USA,F,,B,0,0,1/25/2023,
1038593,BRA,M,,A,0,0,1/28/2023,
1029919,DEU,M,,B,0,0,1/27/2023,
1047766,TUR,F,,A,0,0,2/4/2023,
1033195,ESP,M,,A,0,0,1/26/2023,
1004156,DEU,M,,A,0,0,1/27/2023,
1023468,DEU,M,,A,0,0,1/28/2023,
1005555,USA,M,,A,0,0,1/27/2023,
1025163,BRA,M,,A,0,0,1/26/2023,
1018892,USA,F,,B,0,0,1/26/2023,
1009178,ESP,M,,A,0,0,1/28/2023,
1006485,USA,M,,A,0,0,1/26/2023,
1009254,USA,F,I,B,1,125.9,1/29/2023,1/29/2023
1024979,ESP,F,,A,0,0,1/26/2023,
1048302,DEU,M,A,B,1,21.61162275,1/31/2023,2/2/2023
1008283,FRA,M,,A,0,0,2/2/2023,
1008475,MEX,M,,B,0,0,2/3/2023,
1013125,BRA,M,,B,0,0,1/28/2023,
1020497,USA,F,,B,0,0,1/26/2023,
1015835,BRA,M,,A,0,0,1/29/2023,
1016192,BRA,F,,A,0,0,1/25/2023,
1035955,MEX,M,,A,0,0,1/26/2023,
1045811,ESP,F,,B,0,0,1/26/2023,
1045089,USA,F,,B,0,0,1/26/2023,
1015208,BRA,n/a,,A,0,0,1/25/2023,
1000929,ESP,M,,B,0,0,1/26/2023,
1040122,USA,F,,A,0,0,1/26/2023,
1031242,USA,F,,B,0,0,1/26/2023,
1000252,TUR,F,,A,0,0,2/1/2023,
1034899,,M,,A,0,0,1/25/2023,
1031793,USA,F,,B,0,0,1/26/2023,
1040678,GBR,M,,A,0,0,2/5/2023,
1032798,USA,M,,B,0,0,1/25/2023,
1038394,USA,F,,A,0,0,2/4/2023,
1017864,MEX,M,,A,0,0,2/3/2023,
1014047,MEX,n/a,,B,0,0,2/5/2023,
1007831,FRA,M,,B,0,0,2/4/2023,
1030706,MEX,F,,A,0,0,2/5/2023,
1027181,USA,F,I,A,1,84.19,1/25/2023,1/30/2023
1035210,USA,F,,B,0,0,1/31/2023,
1033457,FRA,F,,B,0,0,2/4/2023,
1027839,AUS,M,,B,0,0,1/26/2023,
1024048,USA,F,,B,0,0,1/28/2023,
1041597,USA,M,,A,0,0,1/26/2023,
1037838,USA,M,,B,0,0,1/25/2023,
1032561,GBR,O,,A,0,0,1/25/2023,
1023398,,F,,A,0,0,1/26/2023,
1047770,DEU,F,A,B,1,3.671801885,1/31/2023,2/1/2023
1001938,TUR,n/a,,A,0,0,1/26/2023,
1049382,ESP,M,,B,0,0,1/26/2023,
1041798,USA,M,,A,0,0,1/29/2023,
1025165,USA,F,,B,0,0,1/26/2023,
1009721,MEX,F,,A,0,0,1/26/2023,
1002636,TUR,M,,A,0,0,2/6/2023,
1001071,USA,F,,B,0,0,1/27/2023,
1017844,ESP,F,,B,0,0,1/27/2023,
1017270,BRA,n/a,I,B,1,17.51,1/25/2023,1/25/2023
1020374,BRA,M,,B,0,0,1/25/2023,
1011933,CAN,M,,A,0,0,1/26/2023,
1015626,CAN,F,,A,0,0,1/26/2023,
1043552,USA,n/a,,B,0,0,2/3/2023,
1022483,USA,M,,A,0,0,1/25/2023,
1047405,TUR,F,,A,0,0,1/26/2023,
1045159,USA,F,,B,0,0,1/25/2023,
1047137,USA,F,,B,0,0,1/26/2023,
1002823,USA,M,,B,0,0,1/26/2023,
1002637,USA,F,,B,0,0,1/26/2023,
1036347,TUR,M,,B,0,0,1/25/2023,
1017651,FRA,M,,A,0,0,2/6/2023,
1049749,USA,M,,B,0,0,2/4/2023,
1023917,USA,n/a,,A,0,0,1/28/2023,
1007174,USA,M,,B,0,0,1/25/2023,
1032809,TUR,F,,B,0,0,1/29/2023,
1010669,BRA,M,,A,0,0,1/25/2023,
1031373,ESP,F,,B,0,0,1/26/2023,
1046332,BRA,F,,B,0,0,1/27/2023,
1005111,BRA,F,,B,0,0,1/26/2023,
1036846,ESP,M,,B,0,0,1/26/2023,
1030342,AUS,F,,B,0,0,1/28/2023,
1021310,BRA,M,,B,0,0,1/31/2023,
1009110,MEX,F,,A,0,0,1/28/2023,
1034734,MEX,M,,A,0,0,2/1/2023,
1046703,USA,n/a,A,A,1,33.96,1/26/2023,1/26/2023
1021356,MEX,M,,A,0,0,2/4/2023,
1022829,USA,F,A,B,1,10.05,2/3/2023,2/4/2023
1028266,FRA,F,,A,0,0,1/29/2023,
1034263,AUS,F,,B,0,0,1/29/2023,
1024657,,n/a,,B,0,0,1/25/2023,
1012133,MEX,M,,A,0,0,1/25/2023,
1021053,USA,F,,A,0,0,1/26/2023,
1042703,BRA,F,,A,0,0,1/27/2023,
1014441,USA,M,,A,0,0,1/29/2023,
1011228,TUR,M,,B,0,0,2/5/2023,
1020874,USA,F,,A,0,0,2/6/2023,
1030636,BRA,M,,A,0,0,1/25/2023,
1036596,MEX,M,,A,0,0,1/30/2023,
1003910,BRA,M,,B,0,0,1/27/2023,
1009836,TUR,M,,A,0,0,1/26/2023,
1036041,TUR,n/a,,B,0,0,1/26/2023,
1042496,BRA,F,,B,0,0,1/29/2023,
1024482,BRA,M,,B,0,0,1/28/2023,
1000333,USA,M,,A,0,0,1/26/2023,
1031707,DEU,M,,B,0,0,1/31/2023,
1013146,FRA,n/a,,B,0,0,1/27/2023,
1001674,DEU,F,,B,0,0,1/25/2023,
1005711,MEX,M,,B,0,0,1/30/2023,
1034968,BRA,F,,B,0,0,1/29/2023,
1031686,USA,F,,B,0,0,2/1/2023,
1012225,USA,M,,A,0,0,2/1/2023,
1027611,FRA,M,,B,0,0,1/26/2023,
1006888,USA,F,,A,0,0,1/27/2023,
1005908,USA,F,,B,0,0,1/28/2023,
1040229,BRA,M,,A,0,0,1/30/2023,
1012136,DEU,F,,A,0,0,1/25/2023,
1004675,USA,M,,A,0,0,1/25/2023,
1044359,TUR,M,,A,0,0,1/26/2023,
1049299,TUR,n/a,,B,0,0,1/25/2023,
1046898,USA,n/a,,B,0,0,2/2/2023,
1015772,FRA,F,,B,0,0,1/27/2023,
1033747,USA,F,,B,0,0,1/28/2023,
1019333,BRA,F,,B,0,0,1/25/2023,
1009970,BRA,F,,A,0,0,2/3/2023,
1045659,BRA,F,,A,0,0,1/30/2023,
1029456,BRA,n/a,,B,0,0,1/25/2023,
1038787,GBR,F,,B,0,0,1/31/2023,
1008947,BRA,F,,A,0,0,2/2/2023,
1009564,USA,F,,B,0,0,1/25/2023,
1029823,CAN,F,,A,0,0,2/3/2023,
1010327,TUR,F,,A,0,0,1/30/2023,
1013976,USA,M,,A,0,0,1/25/2023,
1038406,DEU,M,,A,0,0,1/26/2023,
1031167,USA,M,,B,0,0,2/1/2023,
1044158,USA,M,,B,0,0,1/25/2023,
1014436,BRA,M,A,A,1,53.87,1/26/2023,1/26/2023
1013299,ESP,M,,A,0,0,1/25/2023,
1032882,USA,M,,A,0,0,1/26/2023,
1049163,USA,M,,B,0,0,1/30/2023,
1016934,MEX,M,,A,0,0,2/5/2023,
1036098,BRA,F,,B,0,0,1/26/2023,
1021967,TUR,F,,B,0,0,1/26/2023,
1036623,TUR,F,,B,0,0,1/25/2023,
1017697,MEX,M,,B,0,0,1/27/2023,
1045535,USA,M,,A,0,0,2/4/2023,
1035192,USA,F,,A,0,0,1/25/2023,
1011548,USA,O,,B,0,0,1/25/2023,
1009898,ESP,M,,A,0,0,1/25/2023,
1005672,TUR,n/a,,B,0,0,1/27/2023,
1035715,GBR,M,,B,0,0,1/27/2023,
1031989,CAN,F,,A,0,0,1/25/2023,
1014200,GBR,n/a,,B,0,0,1/29/2023,
1018481,USA,n/a,,B,0,0,1/25/2023,
1015927,FRA,O,,B,0,0,1/28/2023,
1040423,USA,n/a,,B,0,0,1/26/2023,
1016600,MEX,M,,A,0,0,1/26/2023,
1007019,USA,n/a,,A,0,0,1/26/2023,
1042854,USA,F,,B,0,0,2/3/2023,
1042202,AUS,n/a,,A,0,0,1/31/2023,
1001059,MEX,M,,A,0,0,1/30/2023,
1030218,USA,F,I,B,1,46.13,1/25/2023,1/26/2023
1019715,BRA,M,,A,0,0,1/26/2023,
1038659,USA,O,,A,0,0,1/30/2023,
1004372,DEU,M,,A,0,0,1/29/2023,
1030547,TUR,M,,B,0,0,1/25/2023,
1018201,USA,n/a,,A,0,0,1/25/2023,
1044128,FRA,F,,B,0,0,1/28/2023,
1030856,AUS,F,,B,0,0,1/27/2023,
1030717,MEX,M,,A,0,0,2/2/2023,
1008179,USA,F,,B,0,0,1/25/2023,
1042092,USA,n/a,A,A,1,63.27,1/25/2023,1/25/2023
1020271,USA,M,,A,0,0,2/6/2023,
1030688,TUR,F,,A,0,0,1/28/2023,
1027602,GBR,F,I,B,1,103.23,1/27/2023,2/2/2023
1012643,USA,M,,A,0,0,1/28/2023,
1038445,FRA,M,,B,0,0,1/28/2023,
1040385,TUR,F,,B,0,0,1/28/2023,
1001011,GBR,M,,B,0,0,1/25/2023,
1037657,BRA,M,,B,0,0,1/26/2023,
1033940,ESP,F,,B,0,0,1/25/2023,
1027698,BRA,F,I,A,1,31,1/26/2023,1/26/2023
1016418,BRA,M,,A,0,0,2/1/2023,
1046818,USA,M,,B,0,0,1/26/2023,
1036530,USA,F,,B,0,0,1/25/2023,
1037731,BRA,M,,B,0,0,1/28/2023,
1024575,USA,n/a,,A,0,0,1/26/2023,
1013331,TUR,M,,B,0,0,1/27/2023,
1047434,BRA,M,,B,0,0,1/29/2023,
1042108,MEX,F,,B,0,0,2/6/2023,
1007355,FRA,M,,A,0,0,2/5/2023,
1011105,BRA,n/a,,A,0,0,1/26/2023,
1004768,FRA,F,,B,0,0,1/28/2023,
1039404,CAN,n/a,,A,0,0,1/27/2023,
1036116,BRA,M,,B,0,0,2/2/2023,
1034645,USA,F,,B,0,0,1/26/2023,
1030640,MEX,n/a,,A,0,0,2/2/2023,
1029608,MEX,F,,B,0,0,2/4/2023,
1041260,BRA,M,,A,0,0,1/25/2023,
1030944,TUR,M,,B,0,0,1/25/2023,
1009112,DEU,F,,B,0,0,2/5/2023,
1028132,MEX,n/a,,A,0,0,2/4/2023,
1012810,DEU,M,,A,0,0,1/27/2023,
1018949,BRA,M,,B,0,0,1/29/2023,
1025569,USA,M,,A,0,0,1/27/2023,
1039541,TUR,M,,B,0,0,2/2/2023,
1032889,DEU,M,,B,0,0,1/25/2023,
1006518,BRA,M,,A,0,0,1/27/2023,
1001863,BRA,M,,A,0,0,1/30/2023,
1028654,TUR,F,,B,0,0,2/1/2023,
1004342,USA,F,,B,0,0,1/27/2023,
1046802,USA,n/a,,B,0,0,1/30/2023,
1025390,MEX,F,,A,0,0,1/29/2023,
1005776,FRA,F,,B,0,0,2/2/2023,
1002977,,M,A,A,1,15.6,1/30/2023,1/30/2023
1031956,USA,F,,B,0,0,1/25/2023,
1004056,MEX,F,,B,0,0,2/2/2023,
1024452,USA,M,,A,0,0,1/26/2023,
1036578,BRA,n/a,,A,0,0,1/26/2023,
1026267,BRA,M,,A,0,0,1/29/2023,
1033077,USA,n/a,,B,0,0,1/27/2023,
1043799,BRA,M,,B,0,0,1/28/2023,
1014830,BRA,F,,A,0,0,2/5/2023,
1010579,BRA,F,,B,0,0,1/27/2023,
1010285,MEX,F,,B,0,0,1/25/2023,
1002294,,M,,A,0,0,1/26/2023,
1047347,GBR,M,,B,0,0,2/2/2023,
1002157,DEU,F,,A,0,0,1/25/2023,
1045293,BRA,F,,B,0,0,1/25/2023,
1009827,MEX,F,,B,0,0,1/31/2023,
1032023,USA,M,,A,0,0,1/26/2023,
1026515,BRA,M,,B,0,0,2/6/2023,
1043793,BRA,M,,A,0,0,2/6/2023,
1047474,AUS,M,,A,0,0,1/28/2023,
1008043,GBR,M,,A,0,0,1/30/2023,
1004764,MEX,F,,A,0,0,1/26/2023,
1014524,BRA,n/a,,A,0,0,1/28/2023,
1011097,MEX,M,,A,0,0,2/3/2023,
1041264,USA,M,,A,0,0,1/29/2023,
1028129,USA,M,,B,0,0,1/25/2023,
1038356,GBR,F,,B,0,0,1/30/2023,
1000357,USA,F,,A,0,0,1/27/2023,
1033326,USA,M,,A,0,0,1/27/2023,
1028608,USA,F,,A,0,0,1/26/2023,
1026582,BRA,O,,B,0,0,1/31/2023,
1030455,CAN,M,,A,0,0,1/31/2023,
1026146,FRA,M,,A,0,0,1/30/2023,
1017413,USA,M,,A,0,0,2/5/2023,
1027837,USA,F,A,B,1,155.15,1/27/2023,1/27/2023
1026561,BRA,F,,A,0,0,1/26/2023,
1017079,USA,M,,B,0,0,1/25/2023,
1049746,FRA,F,,A,0,0,1/25/2023,
1029184,MEX,M,,B,0,0,1/27/2023,
1018105,BRA,F,,B,0,0,1/25/2023,
1010731,MEX,M,,B,0,0,1/30/2023,
1018519,GBR,F,,B,0,0,1/28/2023,
1030824,BRA,M,,B,0,0,2/6/2023,
1007394,MEX,n/a,,A,0,0,1/28/2023,
1029751,TUR,M,,A,0,0,1/26/2023,
1018807,MEX,F,,B,0,0,1/26/2023,
1028089,FRA,M,,B,0,0,1/30/2023,
1018714,TUR,M,,B,0,0,1/27/2023,
1014746,BRA,M,,A,0,0,1/26/2023,
1032166,MEX,M,,A,0,0,1/26/2023,
1017192,AUS,M,,A,0,0,2/6/2023,
1028541,ESP,O,,B,0,0,1/27/2023,
1019092,MEX,M,,B,0,0,1/26/2023,
1025228,BRA,O,,A,0,0,1/26/2023,
1007373,USA,M,,A,0,0,1/25/2023,
1045106,MEX,M,,B,0,0,2/4/2023,
1006595,FRA,F,I,B,1,19.1,1/26/2023,1/26/2023
1035917,FRA,M,,B,0,0,1/26/2023,
1035373,DEU,n/a,,B,0,0,1/29/2023,
1017916,DEU,n/a,,A,0,0,2/1/2023,
1041284,TUR,F,,B,0,0,2/6/2023,
1001047,ESP,n/a,,A,0,0,1/30/2023,
1048235,DEU,n/a,,B,0,0,1/25/2023,
1027824,AUS,M,,A,0,0,1/26/2023,
1012630,MEX,M,,A,0,0,1/25/2023,
1028822,DEU,F,,B,0,0,1/28/2023,
1028223,BRA,M,,B,0,0,1/30/2023,
1024505,USA,M,I,B,1,17.97,2/1/2023,2/4/2023
1011896,DEU,M,,A,0,0,2/3/2023,
1033636,USA,F,,A,0,0,1/25/2023,
1026373,USA,F,,A,0,0,1/27/2023,
1015292,USA,M,A,A,1,14.02,1/28/2023,1/29/2023
1033105,USA,F,,B,0,0,1/28/2023,
1027159,ESP,O,,A,0,0,1/25/2023,
1004910,BRA,M,,A,0,0,1/27/2023,
1001088,,F,,A,0,0,1/27/2023,
1004162,USA,M,,A,0,0,1/28/2023,
1036059,BRA,O,,B,0,0,1/31/2023,
1041526,BRA,M,,A,0,0,1/26/2023,
1033816,MEX,M,,A,0,0,1/30/2023,
1031543,USA,M,,A,0,0,1/28/2023,
1013622,ESP,O,,B,0,0,2/5/2023,
1022901,GBR,F,,B,0,0,1/25/2023,
1046549,USA,M,,B,0,0,2/3/2023,
1037904,BRA,n/a,,B,0,0,2/5/2023,
1016968,BRA,M,,A,0,0,1/25/2023,
1014309,FRA,n/a,,B,0,0,2/2/2023,
1002915,FRA,n/a,,B,0,0,1/27/2023,
1025150,USA,F,,A,0,0,1/26/2023,
1016482,GBR,M,,A,0,0,1/25/2023,
1028674,CAN,F,,A,0,0,1/31/2023,
1046811,AUS,F,,B,0,0,1/26/2023,
1017182,BRA,M,,B,0,0,1/27/2023,
1048607,BRA,F,,A,0,0,1/25/2023,
1016024,USA,M,,B,0,0,2/1/2023,
1005551,MEX,F,,A,0,0,1/26/2023,
1032127,BRA,F,,B,0,0,1/25/2023,
1031073,MEX,F,,B,0,0,1/29/2023,
1022206,BRA,M,I,A,1,141.18,1/25/2023,1/25/2023
1026158,FRA,n/a,,A,0,0,1/26/2023,
1018138,DEU,F,,A,0,0,1/27/2023,
1003260,BRA,F,,A,0,0,1/25/2023,
1037795,DEU,M,,A,0,0,1/27/2023,
1014661,MEX,M,,B,0,0,1/25/2023,
1020953,USA,M,,B,0,0,1/25/2023,
1038325,USA,M,,B,0,0,1/25/2023,
1044454,USA,M,,B,0,0,1/28/2023,
1031644,FRA,n/a,,B,0,0,1/29/2023,
1002420,AUS,O,,B,0,0,1/25/2023,
1017654,USA,n/a,,A,0,0,1/25/2023,
1041225,BRA,n/a,,A,0,0,1/28/2023,
1027929,CAN,F,,A,0,0,1/25/2023,
1010316,TUR,F,,B,0,0,2/3/2023,
1008181,USA,M,A,B,1,26.2,2/4/2023,2/4/2023
1020081,DEU,F,,A,0,0,2/5/2023,
1009779,BRA,F,,A,0,0,1/27/2023,
1000471,BRA,F,,A,0,0,2/1/2023,
1003917,TUR,F,,A,0,0,2/1/2023,
1023754,USA,M,,A,0,0,1/26/2023,
1009584,USA,M,,B,0,0,1/29/2023,
1001348,BRA,F,,B,0,0,1/27/2023,
1043408,USA,M,,B,0,0,1/31/2023,
1014828,BRA,M,,B,0,0,2/2/2023,
1031220,USA,M,,A,0,0,1/31/2023,
1021368,USA,F,,A,0,0,1/28/2023,
1018107,MEX,M,,B,0,0,1/25/2023,
1015074,TUR,F,,B,0,0,1/25/2023,
1049793,USA,M,,A,0,0,1/27/2023,
1029839,BRA,M,,A,0,0,1/25/2023,
1016925,USA,F,I,B,1,67.46,1/26/2023,1/26/2023
1036638,USA,M,,B,0,0,1/25/2023,
1025225,BRA,M,,B,0,0,1/26/2023,
1027513,DEU,F,,B,0,0,1/27/2023,
1011292,BRA,O,,B,0,0,2/5/2023,
1029453,FRA,O,,A,0,0,1/26/2023,
1031573,ESP,n/a,,A,0,0,1/25/2023,
1036245,GBR,M,,B,0,0,1/26/2023,
1007869,BRA,M,,A,0,0,1/25/2023,
1028900,USA,F,,A,0,0,1/26/2023,
1025278,CAN,M,,B,0,0,1/26/2023,
1044998,USA,n/a,,B,0,0,1/27/2023,
1033820,USA,M,,A,0,0,1/25/2023,
1002940,USA,F,,B,0,0,1/25/2023,
1008650,DEU,M,,A,0,0,1/27/2023,
1048306,USA,M,,B,0,0,1/28/2023,
1014404,USA,F,,A,0,0,1/27/2023,
1010891,BRA,M,,B,0,0,1/26/2023,
1026348,DEU,M,,A,0,0,2/4/2023,
1026076,MEX,F,,A,0,0,1/28/2023,
1027743,USA,M,,A,0,0,1/30/2023,
1017039,CAN,n/a,,B,0,0,1/29/2023,
1014067,BRA,F,,B,0,0,1/25/2023,
1027416,GBR,M,,A,0,0,2/3/2023,
1023380,DEU,F,,B,0,0,2/1/2023,
1011024,CAN,F,,B,0,0,1/25/2023,
1037896,USA,M,A,A,1,57.62,1/25/2023,1/25/2023
1021915,MEX,n/a,I,B,1,95.7,2/4/2023,2/4/2023
1007108,ESP,F,,A,0,0,1/26/2023,
1005078,FRA,M,,A,0,0,1/30/2023,
1033852,DEU,F,,B,0,0,2/1/2023,
1026270,USA,F,,B,0,0,2/1/2023,
1040250,TUR,M,,B,0,0,1/29/2023,
1023277,USA,F,,A,0,0,2/2/2023,
1013458,TUR,n/a,,A,0,0,1/29/2023,
1005453,TUR,F,,B,0,0,1/25/2023,
1019222,MEX,n/a,,A,0,0,1/26/2023,
1003981,CAN,M,,A,0,0,1/25/2023,
1022705,USA,F,,A,0,0,2/6/2023,
1046260,DEU,F,,A,0,0,1/25/2023,
1032154,TUR,M,,A,0,0,1/26/2023,
1049257,FRA,F,,A,0,0,1/28/2023,
1045753,DEU,F,,B,0,0,2/2/2023,
1043744,MEX,n/a,,B,0,0,1/25/2023,
1005799,USA,F,,B,0,0,1/26/2023,
1048615,ESP,M,,A,0,0,1/28/2023,
1040908,USA,F,,B,0,0,1/25/2023,
1044601,GBR,M,,B,0,0,1/31/2023,
1048642,GBR,M,,B,0,0,1/27/2023,
1043336,BRA,M,,A,0,0,2/2/2023,
1047112,USA,M,,A,0,0,1/30/2023,
1015827,USA,M,,B,0,0,1/25/2023,
1045630,USA,F,,A,0,0,1/26/2023,
1020196,DEU,n/a,,A,0,0,1/28/2023,
1008867,AUS,F,,A,0,0,1/25/2023,
1034185,ESP,F,,A,0,0,1/25/2023,
1012516,USA,F,,A,0,0,1/30/2023,
1030093,ESP,M,,A,0,0,1/26/2023,
1017076,USA,F,,A,0,0,1/27/2023,
1036227,MEX,M,,A,0,0,1/27/2023,
1013889,USA,F,,A,0,0,2/2/2023,
1048580,BRA,M,,B,0,0,1/28/2023,
1047048,BRA,M,,A,0,0,1/26/2023,
1021477,BRA,O,,A,0,0,1/25/2023,
1035786,DEU,n/a,,A,0,0,1/28/2023,
1003202,USA,M,,B,0,0,1/25/2023,
1008635,ESP,F,,B,0,0,1/26/2023,
1042384,USA,M,,A,0,0,1/25/2023,
1008850,AUS,F,,B,0,0,1/26/2023,
1026189,USA,F,I,B,1,53.97,1/25/2023,1/25/2023
1045088,BRA,F,,B,0,0,1/27/2023,
1022604,DEU,F,,A,0,0,1/25/2023,
1005858,BRA,M,,B,0,0,1/25/2023,
1011883,ESP,M,,B,0,0,1/31/2023,
1006871,AUS,F,,B,0,0,2/4/2023,
1002952,MEX,M,,A,0,0,1/25/2023,
1049302,USA,n/a,,B,0,0,1/26/2023,
1011944,GBR,M,,A,0,0,1/27/2023,
1034472,FRA,M,,A,0,0,1/25/2023,
